**ACTUATORS**
Actuator,Zone,Outdoor Air Wind Speed,ZONE 4,[m/s]
Actuator,Zone,Outdoor Air Wind Direction,ZONE 4,[degree]
Actuator,Zone,Outdoor Air Drybulb Temperature,ZONE 5,[C]
Actuator,Zone,Outdoor Air Wetbulb Temperature,ZONE 5,[C]
Actuator,Zone,Outdoor Air Wind Speed,ZONE 5,[m/s]
Actuator,Zone,Outdoor Air Wind Direction,ZONE 5,[degree]
Actuator,Zone Infiltration,Air Exchange Flow Rate,ZONE 1 INFILTRATION,[m3/s]
Actuator,Zone Infiltration,Air Exchange Flow Rate,ZONE 2 INFILTRATION,[m3/s]
Actuator,Zone Infiltration,Air Exchange Flow Rate,ZONE 3 INFILTRATION,[m3/s]
Actuator,Zone Infiltration,Air Exchange Flow Rate,ZONE 4 INFILTRATION,[m3/s]
Actuator,Zone Infiltration,Air Exchange Flow Rate,ZONE 5 INFILTRATION,[m3/s]
Actuator,Sizing:Zone,Zone Design Heating Air Mass Flow Rate,ZONE 1,[kg/s]
Actuator,Sizing:Zone,Zone Design Cooling Air Mass Flow Rate,ZONE 1,[kg/s]
Actuator,Sizing:Zone,Zone Design Heating Load,ZONE 1,[W]
Actuator,Sizing:Zone,Zone Design Cooling Load,ZONE 1,[W]
Actuator,Sizing:Zone,Zone Design Heating Vol Flow,ZONE 1,[m3/s]
Actuator,Sizing:Zone,Zone Design Cooling Vol Flow,ZONE 1,[m3/s]
Actuator,Sizing:Zone,Zone Design Heating Air Mass Flow Rate,ZONE 2,[kg/s]
Actuator,Sizing:Zone,Zone Design Cooling Air Mass Flow Rate,ZONE 2,[kg/s]
Actuator,Sizing:Zone,Zone Design Heating Load,ZONE 2,[W]
Actuator,Sizing:Zone,Zone Design Cooling Load,ZONE 2,[W]
Actuator,Sizing:Zone,Zone Design Heating Vol Flow,ZONE 2,[m3/s]
Actuator,Sizing:Zone,Zone Design Cooling Vol Flow,ZONE 2,[m3/s]
Actuator,Sizing:Zone,Zone Design Heating Air Mass Flow Rate,ZONE 3,[kg/s]
